user_city;user_zip;offer_location;offer_region;bookings
hamburg;22049;lübbenow;uckermark;1
hamburg;22083;langwedel;gifhorn;1
hamburg;22085;glowe;rügen;1
hamburg;22111;dankerode;harz;1
hamburg;22111;grömitz;ostholstein;1
hamburg;22111;papenburg;emsland;1
hamburg;22111;zingst;nordvorpommern;1
hamburg;22113;lancken;rügen;1
hamburg;22117;fedderwardersiel;wesermarsch;1
hamburg;22117;jordanshöhe;goslar;1
hamburg;22119;innenstadt;lübeck;1
hamburg;22119;seebad heringsdorf;ostvorpommern;1
hamburg;22143;haffkrug;ostholstein;1
hamburg;22143;kappeln;schleswig-flensburg;1
hamburg;22145;friedrichskoog-spitze;dithmarschen;1
hamburg;22145;priwall peninsula;lübeck;1
hamburg;22147;burg auf fehmarn;ostholstein;1
hamburg;22147;kappeln;schleswig-flensburg;1
hamburg;22147;rantum;nordfriesland;1
hamburg;22149;olpenitzdorf;schleswig-flensburg;1
hamburg;22159;nordgeorgsfehn;leer;1
hamburg;22177;alt travemünde - rönnau;lübeck;1
hamburg;22179;wenningstedt-braderup;nordfriesland;1
hamburg;22299;sankt peter-ording;nordfriesland;1
hamburg;22301;börgerende;rostock;1
hamburg;22303;kappeln;schleswig-flensburg;1
hamburg;22303;schönhagen;rendsburg-eckernförde;1
hamburg;22303;timmendorfer strand;ostholstein;1
hamburg;22307;blankenburg;harz;1
hamburg;22307;bodstedt;nordvorpommern;1
hamburg;22307;priwall peninsula;lübeck;1
hamburg;22309;grömitz;ostholstein;1
hamburg;22309;sankt peter-ording;nordfriesland;1
hamburg;22335;priwall peninsula;lübeck;1
hamburg;22337;wernigerode;harz;1
hamburg;22339;althagen;nordvorpommern;1
hamburg;22395;niendorf/ostsee;ostholstein;1
hamburg;22395;pellworm;nordfriesland;1
hamburg;22415;baabe;rügen;1
hamburg;22419;damperhof;plön;1
hamburg;22459;dagebüll;nordfriesland;1
hamburg;22523;priwall peninsula;lübeck;1
hamburg;22525;wenningstedt-braderup;nordfriesland;1
hamburg;22527;schönhagen;rendsburg-eckernförde;1
hamburg;22529;drochtersen;stade;1
hamburg;22529;haffkrug;ostholstein;1
hamburg;22529;kirchberg;rhein-hunsrück-kreis;1
hamburg;22529;oldsum;nordfriesland;1
hamburg;22547;eckernförde;rendsburg-eckernförde;1
hamburg;22547;kopendorf;ostholstein;1
hamburg;22547;timmendorfer strand;ostholstein;1
hamburg;22559;heringsdorf;ostholstein;1
hamburg;22587;wyk auf föhr;nordfriesland;1
hamburg;22589;grömitz;ostholstein;1
hamburg;22589;kühlungsborn ost;rostock;1
hamburg;22607;eckernförde;rendsburg-eckernförde;1
hamburg;22607;graal;rostock;1
hamburg;22609;feldberg;freiburg;1
hamburg;22761;olpenitzdorf;schleswig-flensburg;1
hamburg;22765;kappeln;schleswig-flensburg;1
hamburg;22767;baabe;rügen;1
hamburg;22769;hohendorf;nordvorpommern;1
hamburg;22851;sankt peter-ording;nordfriesland;1
hameln;31787;niedersfeld;arnsberg;1
hameln;31787;olpenitzdorf;schleswig-flensburg;1
hameln;31787;sankt peter-ording;nordfriesland;1
hameln;31789;friedrichskoog;dithmarschen;1
hamm;59069;ditzum;leer;1
hamm;59069;rudow;neukölln;1
hamm;59075;fedderwardersiel;wesermarsch;1
hamm;59075;kühlungsborn ost;rostock;1
hamm;59077;neuenkirchen;heidekreis;1
hammah;21714;sandbrink;diepholz;1
hammersbach;63546;dagebüll;nordfriesland;1
hanau;63454;berliner innenstadt;berliner innenstadt;1
handorf;21447;grömitz;ostholstein;1
hankensbuettel;29386;kappeln;schleswig-flensburg;1
hankensbüttel;29386;dagebüll;nordfriesland;1
hann. münden;34346;friedrichskoog-spitze;dithmarschen;1
hann.münden;34346;jordanshöhe;goslar;1
hann.münden;34346;sankt peter-ording;nordfriesland;1
hannover;30161;kappeln;schleswig-flensburg;1
hannover;30161;lübbenow;uckermark;1
hannover;30161;thale;harz;1
hannover;30163;fedderwardersiel;wesermarsch;1
hannover;30163;marienleuchte;ostholstein;1
hannover;30163;steingaden;upper bavaria;1
hannover;30163;stralsund;nordvorpommern;1
hannover;30165;zirchow;ostvorpommern;1
hannover;30167;friedrichskoog;dithmarschen;1
hannover;30167;langeoog;wittmund;1
hannover;30171;rutenberg;uckermark;1
hannover;30175;rutenberg;uckermark;1
hannover;30177;großwürden;wesermarsch;1
hannover;30179;grömitz;ostholstein;1
hannover;30419;priwall peninsula;lübeck;1
hannover;30419;schönhagen;rendsburg-eckernförde;1
hannover;30419;waren;müritz;1
hannover;30419;zinnowitz;ostvorpommern;1
hannover;30453;burhave;wesermarsch;1
hannover;30457;jordanshöhe;goslar;1
hannover;30457;ummanz;rügen;1
hannover;30459;aschendorf;osnabrück;1
hannover;30519;prerow;nordvorpommern;1
hannover;30539;jordanshöhe;goslar;1
hannover;30559;feichten;upper bavaria;1
hannover;30559;kappeln;schleswig-flensburg;1
hannover;30625;priwall peninsula;lübeck;1
hannover;30625;prora;rügen;1
hannover;30627;großenbrode;ostholstein;1
hannover;30627;parow;nordvorpommern;1
hannover;30627;timmendorfer strand;ostholstein;1
hannover;30629;büsum;dithmarschen;1
hannover;30629;seriem;wittmund;1
hannover;30655;dagebüll;nordfriesland;1
hannover;30657;jordanshöhe;goslar;1
hannover;30659;hage;aurich;1
hannover;30659;sahlenburg;cuxhaven;1
harsefeld;21698;olpenitzdorf;schleswig-flensburg;1
harsewinkel;33428;mönkebüll;nordfriesland;1
hasbergen;49205;grömitz;ostholstein;1
hasbergen;49205;thale;harz;1
haselünne;49740;fedderwardersiel;wesermarsch;1
hasenkrug;24616;prerow;nordvorpommern;1
haslach;77716;hofstetten;freiburg;1
hassendorf;27367;göhren-lebbin;mecklenburgische seenplatte;1
hattenhofen;73110;großheirath;upper franconia;1
hattingen;45525;ettensberg;swabia;1
hattingen;45527;sögel;emsland;1
hatzfeld (eder);35116;unterbränd;freiburg;1
haßfurt;97437;karlshagen;ostvorpommern;1
heddesheim;68542;bärental;freiburg;1
heede;26892;winterberg;arnsberg;1
heeßen;31707;medebach;arnsberg;1
heide;25746;gelting;schleswig-flensburg;1
heideblick;15926;kühlungsborn-west;rostock;1
heidelberg;69121;großschirma;chemnitz;1
heidelberg;69124;unter-mossau;darmstadt;1
heiden;46359;bischofsreut;lower bavaria;1
heidenau;1809;selchow;oder-spree;1
heidesee;15754;ückeritz;ostvorpommern;1
heikendorf;24226;thorstorf;nordwestmecklenburg;1
heilbronn;74081;quetzin;ludwigslust-parchim;1
heiligenhafen;23774;norddeich;aurich;1
heiligenhaus;42579;baasem;cologne;1
heimertingen;87751;happach;swabia;1
heinsberg;52525;altstadt;erfurt;1
heist;25492;dieksanderkoog;dithmarschen;1
heldburg;98663;sandbrink;diepholz;1
hemer;58675;bad münster am stein-ebernburg;bad kreuznach;1
hemer;58675;prerow;nordvorpommern;1
hemmingen;30966;jordanshöhe;goslar;1
hemmingen;30966;olpenitzdorf;schleswig-flensburg;1
hemmingen;71282;grömitz;ostholstein;1
hemmingen;71282;ostbense;wittmund;1
hemslingen;27386;hohendorf;nordvorpommern;1
hennef/sieg;53773;westerland;nordfriesland;1
hennigsdorf;16761;bansin;ostvorpommern;1
hennigsdorf;16761;haffkrug;ostholstein;1
hennigsdorf;16761;olpenitzdorf;schleswig-flensburg;1
hennigsdorf;16761;thorstorf;nordwestmecklenburg;1
henstedt-ulzburg;24558;kappeln;schleswig-flensburg;1
henstedt-ulzburg;24558;lancken;rügen;1
henstedt-ulzburg;24558;rerik;rostock;1
henstedt-ulzburg;24558;tossens;wesermarsch;1
hentern;54314;dagebüll;nordfriesland;1
heppenheim;64646;trollenhagen;mecklenburgische seenplatte;1
hepstedt;27412;bettenbach;darmstadt;1
herbsleben;99955;serrig;trier-saarburg;1
herbstein;36358;dagebüll;nordfriesland;1
herdecke;58313;borkum;leer;1
herne;44623;trent;rügen;1
herne;44623;willingen;kassel;1
herne;44625;niedersfeld;arnsberg;1
herne;44627;neßmersiel;aurich;1
herne;44628;schieder;detmold;1
herne;44649;landschaftspolder;leer;1
herne;44649;vitzdorf;ostholstein;1
herne;44652;gossersweiler;südliche weinstraße;1
herren steinfeld;19071;schönhagen;rendsburg-eckernförde;1
herrenberg;71083;hessigheim;stuttgart;1
herrieden;91567;sasbach am kaiserstuhl;freiburg;1
herten;45699;burhave;wesermarsch;1
herten;45701;ostseebad damp;rendsburg-eckernförde;1
herzogenaurach;91074;weckersdorf;greiz;1
herzogenrath;52134;breit;bernkastel-wittlich;1
hettstadt;97265;isenbüttel;gifhorn;1
hettstedt;6333;vordorfermühle;upper franconia;1
heudeber;38855;bad lausick;leipzig;1
hiddenhausen;32120;anwanden;middle franconia;1
hildburghausen;98646;zingst;nordvorpommern;1
hilden;40721;dahme;ostholstein;1
hilden;40721;kappeln;schleswig-flensburg;1
hilden;40723;dagebüll;nordfriesland;1
hilden;40723;rott;detmold;1
hilden;40723;werdern;arnsberg;1
hildesheim;31134;timmendorfer strand;ostholstein;1
hildesheim;31135;jordanshöhe;goslar;1
hildesheim;31137;feichten;upper bavaria;1
hildesheim;31137;tossens;wesermarsch;1
hildesheim;31139;braunlage;goslar;1
hildesheim;31139;timmendorfer strand;ostholstein;1
hildesheim;31141;großenbrode;ostholstein;1
hochheim;65239;priwall peninsula;lübeck;1
hof;95030;dreislar;arnsberg;1
hof;95032;glowe;rügen;1
hofgeismar;34369;kappeln;schleswig-flensburg;1
hofgeismar;34369;westerland;nordfriesland;1
hohen neuendorf ot bergfelde;16562;oertzenhof;nordwestmecklenburg;1
hohenahr;35644;norden;aurich;1
hohenbrunn;85662;wackerballig;schleswig-flensburg;1
hohenbucko;4936;prora;rügen;1
hohenlinden;85664;scharling;upper bavaria;1
hohenstein-ernstthal;9337;dahmsdorf;oder-spree;1
hohenwestedt;24594;eckernförde;rendsburg-eckernförde;1
hohne;29362;elmenhorst;nordwestmecklenburg;1
hohne;29362;gollwitz;nordwestmecklenburg;1
hohne;29362;meißendorf;celle;1
hohne;29362;zingst;nordvorpommern;1
holzgerlingen;71088;mühlenbach;freiburg;1
holzhausen;56357;schillig;friesland;1
holzminden;37603;norddeich;aurich;1
homberg efze;34576;reithamm;aurich;1
homburg;66424;tannenberg;upper bavaria;1
hopsten;48496;sandbrink;diepholz;1
horgau;86497;nienkattbek;rendsburg-eckernförde;1
horstmar;48612;burhave;wesermarsch;1
hoyerswerda;2977;wilsche;gifhorn;1
hude;27798;teßmannsdorf;rostock;1
hude (oldenburg);27798;rerik;rostock;1
husum;25813;ramsau bei berchtesgaden;upper bavaria;1
husum;25813;riddorf;nordfriesland;1
hörstel;48477;baabe;rügen;1
hörstel;48477;eckwarden;wesermarsch;1
hörstel;48477;jordanshöhe;goslar;1
hörstel;48477;wiegboldsbur;aurich;1
hörstel;48477;zingst;nordvorpommern;1
hövelhof;33161;sankt peter-ording;nordfriesland;1
höxter;37671;gilgenhöfe;upper bavaria;1
höxter;37671;wyk auf föhr;nordfriesland;1
hückelhoven;41836;cochem;cochem-zell;1
hückelhoven;41836;schobüll;nordfriesland;1
hückeswagen;42499;norderteil;cuxhaven;1
hüllhorst;32609;großenbrode;ostholstein;1
hünfeld;36088;fehmarn;ostholstein;1
hünfeld;36088;marktrodach;upper franconia;1
hünfelden;65597;friedrichskoog-spitze;dithmarschen;1
hürth;50354;carolinensiel;wittmund;1
hütschenhausen;66882;krähenberg;südwestpfalz;1
hüttenberg;35625;sobernheim;bad kreuznach;1
hüttigweiler;66557;schneverdingen;heidekreis;1
ibbenbüren;49477;alme;arnsberg;1
idstein;65510;urspring;upper bavaria;1
illingen;66557;dagebüll;nordfriesland;1
illingen;66557;speyer;speyer;1
ilmenau;98693;ilmenau;ilm-kreis;1
ilsede;31241;zingst;nordvorpommern;1
ingelheim;55218;monreal;mayen-koblenz;1
ise5;58642;harlesiel;wittmund;1
isenbüttel;38550;radisleben;harz;1
iserlohn;58640;ockholm;nordfriesland;1
isernhagen;30916;jordanshöhe;goslar;1
issigau;95188;neuendorf;ostvorpommern;1
issing;86946;westerland;nordfriesland;1
issum;47661;winterberg;arnsberg;1
jena;7745;finsterbergen;gotha;1
jena;7747;waldseite;bentheim;1
jena;7749;karlstadt am main;lower franconia;1
jessen (elster);6917;mitte;mitte;1
jever;26441;koogsreihe;nordfriesland;1
jockgrim;76751;niedersfeld;arnsberg;1
jößnitz;8547;kühlungsborn;rostock;1
jüchen;41363;carolinensiel;wittmund;1
kaarst;41465;wilhelmshaven;wilhelmshaven;1
kaarst;41564;dahme;ostholstein;1
kaarst;41564;filz;cochem-zell;1
kaarst;41564;kühlungsborn ost;rostock;1
kaarst;41564;neßmersiel;aurich;1
kaarst;41564;sandbrink;diepholz;1
kaarst;41564;stolpe;ostvorpommern;1
kaarst;41564;westerland;nordfriesland;1
kaiserslautern;67655;osburg;trier-saarburg;1
kaiserslautern;67659;odernheim am glan;bad kreuznach;1
kaisheim;86687;mühlberg;lower bavaria;1
kalkar;47546;buckow;neukölln;1
kaltenkirchen;24568;boltenhagen;nordwestmecklenburg;1
kaltenkirchen;24568;jordanshöhe;goslar;1
kaltenkirchen;24568;priwall peninsula;lübeck;1
kamen;59174;krakow am see;rostock;1
kamen;59174;neuringe;emsland;1
kamp lintfort;47475;burgaltendorf;düsseldorf;1
kamp-lintfort;47475;haffkrug;ostholstein;1
kamp-lintfort;47475;harlesiel;wittmund;1
kapellen-drustweiler;76889;kutenholz;stade;1
karben;61184;seriem;wittmund;1
karlsfeld;85757;wilhelmshaven;wilhelmshaven;1
karlsruhe;76131;schonach im schwarzwald;freiburg;1
karlsruhe;76133;lauterbach;freiburg;1
karlsruhe;76135;reichenhofen;tübingen;1
karlsruhe;76135;wittenbeck;rostock;1
karlsruhe;76137;lindau;swabia;1
karlsruhe;76139;haßloch;bad dürkheim;1
karlsruhe;76185;eichwalde;dahme-spreewald;1
karlsruhe;76185;taufkirchen;lower bavaria;1
karlsruhe;76185;wilhelmshaven;wilhelmshaven;1
karlsruhe;76227;althagen;nordvorpommern;1
karlsruhe;76229;wyk auf föhr;nordfriesland;1
karlsruhr;76131;baiersbronn;karlsruhe;1
karlstein;63791;priwall peninsula;lübeck;1
kassel;34119;burhave;wesermarsch;1
kassel;34130;grömitz;ostholstein;1
kassel;34134;edertal;kassel;1
kassel;34134;schwalefeld;kassel;1
kassel , hess;34123;veckerhagen;kassel;1
katlenburg-lindau;37191;großenbrode;ostholstein;1
kaufbeuren;87600;thale;harz;1
kaufungen;34260;priwall peninsula;lübeck;1
kehl;77694;dornhan;freiburg;1
kehl;77694;mühlenbach;freiburg;1
kelkheim;65779;sachrang;upper bavaria;1
kempen;47906;lissendorf;vulkaneifel;1
kempen;47906;niedersfeld;arnsberg;1
kempenich;56746;neugarmssiel;friesland;1
kempten;87437;waren;müritz;1
kerken;47647;bernkastel;bernkastel-wittlich;1
kerken;47647;carolinensiel;wittmund;1
kerpen;50170;kalterherberg;cologne;1
kerpen;50170;lierfeld;bitburg-prüm;1
kevelaer;47623;hollstadt;lower franconia;1
kevelaer;47623;kappeln;schleswig-flensburg;1
kiel;24113;eckernförde;rendsburg-eckernförde;1
kiel;24116;list;nordfriesland;1
kiel;24118;krems ii;segeberg;1
kiel;24143;vorstadt;plön;1
kiel;24145;kappeln;schleswig-flensburg;1
kirchardt;74912;bad wildbad;karlsruhe;1
kirchberg;8107;kaltenhof;nordwestmecklenburg;1
kirchberg;8107;westermarkelsdorf;ostholstein;1
kirchberg;71737;jaderaltendeich;wesermarsch;1
kirchheim;85551;zandt;upper palatinate;1
kirchheim unter teck;73230;oberkirch;freiburg;1
kirchlengern;32278;grömitz;ostholstein;1
kirchlengern;32278;göhren;rügen;1
kirchlengern;32278;sandbrink;diepholz;1
kirchlinteln;27308;dagebüll;nordfriesland;1
kitzingen;97318;nieblum;nordfriesland;1
klein lenden;37130;niendorf/ostsee;ostholstein;1
klein rogahn;19073;wiek;rügen;1
kleinen linden;35398;wandlitz;barnim;1
kleinostheim;63801;waldau;hildburghausen;1
klinkrade;23898;staberdorf;ostholstein;1
kloster lehnin;14797;zirchow;ostvorpommern;1
klostermansfeld;6308;haltern am see;münster;1
klostermansfeld;6308;hullern;münster;1
klötze;38486;klein bollhagen;rostock;1
koblenz;56068;kappeln;schleswig-flensburg;1
koblenz;56076;norddeich;aurich;1
kohlberg;92702;niederklutz;nordwestmecklenburg;1
kolkwitz;3099;altefähr;rügen;1
konz-könen;54329;kinzigtal;freiburg;1
korb;71404;pantow;rügen;1
kornhochheim;99192;sassnitz;rügen;1
kornwestheim;70806;friedrichskoog-spitze;dithmarschen;1
korschenbroich;41352;rieden;mayen-koblenz;1
krefeld;47798;wittscheid;cologne;1
krefeld;47799;niedersfeld;arnsberg;1
krefeld;47802;oberstdorf;swabia;1
krefeld;47805;dreislar;arnsberg;1
krefeld;47805;sandbrink;diepholz;1
krefeld;47809;wilhelmshaven;wilhelmshaven;1
krefeld;47839;griesbach;lower bavaria;1
krempermoor;25569;heiligenhafen;ostholstein;1
kronach;96317;kappeln;schleswig-flensburg;1
kronberg;61476;schönhagen;rendsburg-eckernförde;1
kronberg;61476;teßmannsdorf;rostock;1
kronshagen;24119;wyk auf föhr;nordfriesland;1
krugsdorf;17309;karlshagen;ostvorpommern;1
krumhermersdorf;9434;juliusruh;rügen;1
krumhermersdorf;9434;vieregge;rügen;1
krölpa bei pößneck;7387;serrig;trier-saarburg;1
kuckssee;17217;stralsund;nordvorpommern;1
kumhausen;84036;hohenhameln;peine;1
kurort oberwiesenthal;9484;windesheim;bad kreuznach;1
kurort seiffen;9548;nienhagen;harz;1
kusel;66869;eckernförde;rendsburg-eckernförde;1
kyllburg;54655;neßmersiel;aurich;1
käbschütztal;1665;schwarbe;rügen;1
kölln-reisiek;25337;wienrode;harz;1
köln;50667;kappeln;schleswig-flensburg;1
köln;50668;gerolstein;vulkaneifel;1
köln;50670;köln-altstadt-nord;cologne;1
köln;50674;hillesheim;vulkaneifel;1
köln;50676;reifferscheid;cologne;1
köln;50676;sessenbach;westerwaldkreis;1
köln;50677;uelsen;bentheim;1
köln;50678;bad saarow;oder-spree;1
köln;50678;wahlrod;westerwaldkreis;1
köln;50678;wangerooge;friesland;1
köln;50735;boltenhagen;nordwestmecklenburg;1
köln;50735;burhave;wesermarsch;1
köln;50737;winterberg;arnsberg;1
köln;50739;heißer stein;bernkastel-wittlich;1
köln;50739;kerschenbach;vulkaneifel;1
köln;50769;polchow;rügen;1
köln;50769;ummanz;rügen;1
köln;50823;brauneberg;bernkastel-wittlich;1
köln;50823;carolinensiel;wittmund;1
köln;50829;höfen;cologne;1
köln;50829;jemgum;leer;1
köln;50859;grömitz;ostholstein;1
köln;50931;olpenitzdorf;schleswig-flensburg;1
köln;50939;wremen;cuxhaven;1
köln;50968;rieden;mayen-koblenz;1
köln;50997;wremen;cuxhaven;1
köln;51061;groß wokern;rostock;1
köln;51063;wickerode;mansfeld-südharz;1
köln;51103;sandbrink;diepholz;1
köln;51105;berliner innenstadt;berliner innenstadt;1
köln;51107;burgaltendorf;düsseldorf;1
köln;51109;immerath;vulkaneifel;1
köln;51109;prüm;bitburg-prüm;1
köln;51145;süderholm;dithmarschen;1
köln;51147;altastenberg;arnsberg;1
königs wusterhausen;15711;bansin;ostvorpommern;1
königs wusterhausen;15711;gelbensande;rostock;1
königsbach-stein;75203;tossens;wesermarsch;1
königsbrunn;86343;rheda;detmold;1
königshain-wiederau;9306;letzau;upper palatinate;1
königslutter;38154;burhave;wesermarsch;1
königslutter;38154;dietrichstal;landkreis osterode am harz;1
königslutter;38154;warnemünde;rostock;1
königslutter am elm;38154;neuwerk;harz;1
königsmoos;86669;stamsried;upper palatinate;1
königstein;61462;lobbe;rügen;1
königswinter;53639;kempten;swabia;1
köthen;6366;ediger-eller;cochem-zell;1
kühren;24211;schilksee;plön;1
kürten;51515;besch;merzig-wadern;1
kürten;51515;norddeich;aurich;1
laatzen;30880;jordanshöhe;goslar;1
laatzen;30880;streek;friesland;1
ladbergen;49549;elpe;arnsberg;1
ladenburg;68526;thale;harz;1
lage;32791;norderteil;cuxhaven;1
lahnstein;56112;norddeich;aurich;1
lahntal;35094;priwall peninsula;lübeck;1
lahr;77933;lehengericht;freiburg;1
lambsheim;67245;bodman;freiburg;1
landau in der pfalz;76829;innenstadt;lübeck;1
landkreis;ehringshausen;wetzlar;giessen;1
landsberg;86888;kühlungsborn;rostock;1
landsberg am lech;86899;witzenhausen;kassel;1
landstuhl;66849;korweiler;rhein-hunsrück-kreis;1
langen (hessen);63225;dangast;friesland;1
langenfeld;40764;börgerende;rostock;1
langenfeld;40764;pulheim;cologne;1
langenfeld;40764;schönhagen;rendsburg-eckernförde;1
langenfeld;40764;süderbusch;cuxhaven;1
langenfeld;40764;wacken;steinburg;1
langenhagen;30851;grömitz;ostholstein;1
langenhagen;30855;ahlbeck;ostvorpommern;1
langenhagen;30855;fehmarn;ostholstein;1
langwedel;27299;tossens;wesermarsch;1
langwedel;27299;westerland;nordfriesland;1
lathen;49762;papenburg;emsland;1
laubach;35321;krems ii;segeberg;1
lauenbrück;27389;wolfshagen im harz;goslar;1
lauf;77886;dornhan;freiburg;1
lauf;91207;rehbach;kassel;1
lauingen;89415;wiek;rügen;1
laupheim;88471;reichenau;freiburg;1
laupheim;88471;zummeterhof;trier-saarburg;1
lauterbach;36341;westerland;nordfriesland;1
lauterbach (hessen);36341;zierow;nordwestmecklenburg;1
leck;25917;garding;nordfriesland;1
leegebruch;16767;worpswede;osterholz;1
leezen;23816;sankt peter-ording;nordfriesland;1
lehma;4617;canow;mecklenburgische seenplatte;1
lehmkuhlen;24211;zingst;nordvorpommern;1
lehre;38165;tossens;wesermarsch;1
lehrte;31275;dorumer neufeld;cuxhaven;1
lehrte;31275;tecklenburg;münster;1
lehrte;31275;westerland;nordfriesland;1
leimen;69181;ruhlsdorf;barnim;1
leinfelden-echterdingen;70771;reimboldshausen;kassel;1
leipzig;4103;ahlbeck;ostvorpommern;1
leipzig;4103;cranzahl;chemnitz;1
leipzig;4103;hatzenbühl;germersheim;1
leipzig;4103;wildenthal;chemnitz;1
leipzig;4105;lubmin;ostvorpommern;1
leipzig;4105;untergöhren;mecklenburgische seenplatte;1
leipzig;4109;priwall peninsula;lübeck;1
leipzig;4109;wieck a. darß;nordvorpommern;1
leipzig;4155;hirschbach;dresden government region;1
leipzig;4155;hohendorf;nordvorpommern;1
leipzig;4155;loddin;ostvorpommern;1
leipzig;4155;olpenitzdorf;schleswig-flensburg;1
leipzig;4155;ribnitz;rostock;1
leipzig;4157;stahlbrode;nordvorpommern;1
leipzig;4159;bibelöd;upper bavaria;1
leipzig;4159;röbel;mecklenburgische seenplatte;1
leipzig;4177;zinnowitz;ostvorpommern;1
leipzig;4178;bibelöd;upper bavaria;1
leipzig;4178;rerik;rostock;1
leipzig;4179;klein belitz;rostock;1
leipzig;4179;schlettau;chemnitz;1
leipzig;4179;zempin;ostvorpommern;1
leipzig;4207;hottingen;freiburg;1
leipzig;4229;baunach;upper franconia;1
leipzig;4229;hohendorf;nordvorpommern;1
leipzig;4229;klingenthal;chemnitz;1
leipzig;4249;olbersdorf;dresden government region;1
leipzig;4249;sievershagen;rostock;1
leipzig;4275;glowe;rügen;1
leipzig;4275;hamma;nordhausen;1
leipzig;4275;vitte;rügen;1
leipzig;4289;waren;müritz;1
leipzig;4299;walthersdorf;chemnitz;1
leipzig;4315;priwall peninsula;lübeck;1
leipzig;4316;neßmersiel;aurich;1
leipzig;4318;rutenberg;uckermark;1
leipzig;4318;thale;harz;1
leipzig;4319;altenfeld;ilm-kreis;1
leipzig;4319;stützerbach;ilm-kreis;1
leipzig;4356;dahmsdorf;oder-spree;1
lemgo;32657;zinnowitz;ostvorpommern;1
lemgow;29485;rabenkirchen;schleswig-flensburg;1
lengerich;49525;behringen;heidekreis;1
lengerich;49525;norderteil;cuxhaven;1
lengerich;49525;wenningstedt-braderup;nordfriesland;1
lennestadt;57368;dornumersiel;aurich;1
lenningen;73252;nieblum;nordfriesland;1
leopoldshöhe;33818;bockholm;schleswig-flensburg;1
leveluden;51375;gollwitz;nordwestmecklenburg;1
leverkusen;51373;burhave;wesermarsch;1
leverkusen;51373;lutterbek;plön;1
leverkusen;51375;friedrichskoog-spitze;dithmarschen;1
lichtenau;77839;schönwald im schwarzwald;freiburg;1
liebenburg;38704;friedrichshöhe;harz;1
liebenburg;38704;großenbrode;ostholstein;1
liebenburg;38704;winterberg;arnsberg;1
liederbach;65835;grömitz;ostholstein;1
lilienthal;28865;sulzbach am main;lower franconia;1
lilienthal;28865;wangerooge;friesland;1
limbach-o.;9212;berliner innenstadt;berliner innenstadt;1
limbach-oberfrohna;9212;niendorf/ostsee;ostholstein;1
linau;22959;priwall peninsula;lübeck;1
lindau;88131;klockries;nordfriesland;1
linden;35440;kreuzberg;lower bavaria;1
lindenberg;88161;günzburg;swabia;1
lindenberg;88161;unterschwarzach;tübingen;1
lindig;7768;laboe;plön;1
lingen;49809;burhave;wesermarsch;1
lingen;49809;duhnen;cuxhaven;1
lingen;49809;feriendorf freilingen;cologne;1
lingen;49809;groß charlottengroden;wittmund;1
lingen;49809;jordanshöhe;goslar;1
lingen;49809;landsatz;lüchow-dannenberg;1
lingen;49811;hörnum;nordfriesland;1
lingen;49811;hösjekamp;ammerland;1
lingenfeld;67360;bad dürkheim;bad dürkheim;1
linkenheim-hochstetten;76351;insel;swabia;1
linkenheim-hochstetten;76351;lieg;cochem-zell;1
lippstadt;59555;friedrichskoog-spitze;dithmarschen;1
lippstadt;59557;kühlungsborn-west;rostock;1
lippstadt;59559;dahme;ostholstein;1
lohmar;53797;norddeich;aurich;1
luckenwalde;14943;zinnowitz;ostvorpommern;1
ludwigshafen;67069;friedrichskoog;dithmarschen;1
ludwigshafen;67071;auerbach;upper bavaria;1
luebeck;23552;eschach;swabia;1
luhden;31711;priwall peninsula;lübeck;1
lunden;25774;haffkrug;ostholstein;1
löbau;2708;lautenthal;goslar;1
löbejün;6193;zingst;nordvorpommern;1
löhnberg;35792;horn;freiburg;1
löhne;32584;minfeld;germersheim;1
löningen;49624;vollbüttel;gifhorn;1
lörrach;79540;fröhnd;freiburg;1
lübbecke;32312;kappeln;schleswig-flensburg;1
lübbecke;32312;rechlin;mecklenburgische seenplatte;1
lübbecke;32312;trassenheide;ostvorpommern;1
lübben;15907;wildemann;goslar;1
lübeck;23552;innenstadt;lübeck;1
lübeck;23556;westerland;nordfriesland;1
lübeck;23560;waldkatzenbach;karlsruhe;1
lübeck;23564;karschau;schleswig-flensburg;1
lübeck;23564;schilksee;plön;1
lübeck;23566;priwall peninsula;lübeck;1
lübeck travemünde;23570;scharbeutz;ostholstein;1
lübz;19386;zingst;nordvorpommern;1
lüdenscheid;58507;dragun;nordwestmecklenburg;1
lüdenscheid;58509;sandbrink;diepholz;1
lüdersfeld;31702;bentwisch;cuxhaven;1
lüdinghausen;59348;bensersiel;wittmund;1
lüdinghausen;59348;oberjoch;swabia;1
lügde;32676;fehmarnsund;ostholstein;1
lüneburg;21335;großenbrode;ostholstein;1
lüneburg;21335;sahlenburg;cuxhaven;1
lüneburg;21335;wustrow;nordvorpommern;1
lüneburg;21337;sandbrink;diepholz;1
lüneburg;21337;thale;harz;1
lüneburg;21339;alt travemünde - rönnau;lübeck;1
lünen;44536;olpenitzdorf;schleswig-flensburg;1
lürschau;24850;pelzerhaken;ostholstein;1
magdeburg;39108;hohenkirchen;nordwestmecklenburg;1
magdeburg;39110;bensersiel;wittmund;1
magdeburg;39110;kappeln;schleswig-flensburg;1
magdeburg;39110;vieregge;rügen;1
magdeburg;39110;wilhelmshaven;wilhelmshaven;1
magdeburg;39114;borstendorf;chemnitz;1
